,Name,Description,Old Price,New Price,Discount,Size(s)
142,2 PC TL-205 B,Lawn Printed Dupatta-2.5 metersLawn Printed Shirt-1.75 metersPolyester Embroidered LaceNeckline Embroidery,"PKR 3,010","PKR 1,806",40,
143,2 PC TL-190 B,Lawn Printed Dupatta-2.5 metersLawn Printed Shirt-3 meters,"PKR 2,475","PKR 1,733",30,
144,2 PC TL-189 B,Lawn Printed Dupatta-2.5 metersLawn Printed Shirt-3 meters,"PKR 2,475","PKR 1,485",40,
145,2 PC TL-182 B,Lawn Printed Dupatta-2.5 metersLawn Printed Shirt-3 meters,"PKR 2,475","PKR 1,733",30,
146,2 PC TL-181 B,Lawn Printed Dupatta-2.5 metersLawn Printed Shirt-1.75 meters,"PKR 2,475","PKR 1,733",30,
147,3 PC CL-526 B,Lawn Printed Dupatta-2.5 metersLawn Printed Shirt-1.75 metersLawn Dyed Bottom-1.75 meters,"PKR 3,215","PKR 2,251",30,
148,3 PC CL-478 B,Lawn Printed Dupatta-2.5 metersLawn Printed Shirt-1.75 metersLawn Dyed Bottom-1.75 meters,"PKR 3,215","PKR 2,251",30,
149,3 PC CL-457 A,Lawn Printed Dupatta-2.5 metersLawn Printed Shirt-1.75 metersLawn Dyed Bottom-1.75 meters,"PKR 3,215","PKR 2,251",30,
150,3 PC B-44,Lawn Printed Dupatta-2.5 metersLawn Printed Shirt-1.75 metersLawn Printed Bottom-1.75 meters,"PKR 3,325","PKR 1,995",40,
151,3 PC B-39,Lawn Printed Dupatta-2.5 metersLawn Printed Shirt-1.75 metersLawn Dyed Bottom-1.75 meters,"PKR 3,215","PKR 2,251",30,
152,2 PC  TL-171 A,"Digital Printed Shirt - 1.75 meters
Embroidered Lace
Embroidered Bottom - 1.75 meters","PKR 2,850","PKR 1,995",30,
153,2 PC  TL-173 B,"Printed Shirt - 1.75 meters
Embroidered Sleeves
Dyed Bottom - 1.75 meters","PKR 2,960","PKR 2,072",30,
154,1 PC  SL-517 B,Lawn Digital Printed Shirt - 1.75 meters,"PKR 1,290",PKR 903,30,
155,1 PC  SL-516 B,Lawn Digital Printed Shirt - 1.75 meters,"PKR 1,290",PKR 903,30,
156,1 PC  SL-516 A,Lawn Digital Printed Shirt - 1.75 meters,"PKR 1,290",PKR 903,30,
157,1 PC  SL-645,Lawn Digital Printed Shirt - 1.75 meters,"PKR 1,290",PKR 903,30,
158,1 PC  SL-643,Lawn Digital Printed Shirt - 1.75 meters,"PKR 1,290",PKR 903,30,
159,1 PC  SL-618,Lawn Digital Printed Shirt - 1.75 meters,"PKR 1,290",PKR 903,30,
160,1 PC  SL-614,Lawn Digital Printed Shirt - 1.75 meters,"PKR 1,290",PKR 903,30,
161,1 PC  SL-587,Lawn Digital Printed Shirt - 1.75 meters,"PKR 1,290",PKR 903,30,
162,1 PC  SL-513,Lawn Embroidered Shirt - 1.75 meters,"PKR 3,175","PKR 1,905",40,
163,1 PC Off-White Embroidered Fabric SRC-01,Off-White Fabric With Red Embroidered Rose Detail – 3 meters,"PKR 2,150","PKR 1,505",30,
164,Purple 3 Pcs PSM-05,"• Pashmina Printed Dupatta – 2.5 meters• Viscose Printed Shirt – 3 meters • Viscose Dyed Bottom – 1.75 meters • Neckline Embroidery
Warm tones and earthy hues, a perfect blend of sophistication and royalty, reflected in our Silk & Pashmina Shawl Collection is your picture-perfect winter go-to.","PKR 7,795","PKR 4,677",40,
