,Name,Detail,Main-Description,Sub-Description,Old-Price,New-Price,Color,Fabric,All Sizes,Extra Detail
201,Tokyo,,Culottes,Paper bag waist cotton trousers in a periwinkle shade.,"Rs.2,790.00","Rs.1,813.50",Fresh Blue,100%cotton,"XS,S,M,L,XL",
202,Berlin,,Palazzo,Tie-waist straight trousers with beige stripes.,"Rs.2,990.00","Rs.1,943.50",Black & Beige,100%Polyester,"XS,S,M,L,XL",
203,Amalfi,,Palazzo,High waist trousers with a fabric belt and chic blue-and-white stripes,"Rs.3,490.00","Rs.2,268.50",Blue & White,100%Polyester,"XS,S,M,L,XL",
204,Crossfire,,T-Shirt,This sporty pink sweatshirt would look great with chunky golden jewelry.,"Rs.1,490.00",Rs.968.50,Neon Pink,Cotton,"XS,S,M,L,XL","SIZE & FIT:  Model Height: 5 Feet 6 Inches, 168 cm Model Wears: XS"
205,Steel Storm,,T-Shirt,There's something so comforting about a light grey sweatshirt.,"Rs.1,490.00",Rs.968.50,Light Grey,Cotton,"XS,S,M,L,XL","SIZE & FIT:  Model Height: 5 Feet 6 Inches, 168 cm Model Wears: XS"
206,Original Flame,,T-Shirt,"This fun and fabulous pink tee is created from dry-fit fabric, ensuring that you stay cool and dry during your workout.","Rs.1,490.00",Rs.968.50,Neon Pink,Cotton,"XS,S,M,L,XL","SIZE & FIT:  Model Height: 5 Feet 6 Inches, 168 cm Model Wears: XS"
207,Swift,,T-Shirt,"This timeless black athletic t-shirt is made from dry-fit fabric, ensuring that you stay cool and dry during your workout.","Rs.1,490.00",Rs.968.50,Black,Cotton,"XS,S,M,L,XL","SIZE & FIT:  Model Height: 5 Feet 6 Inches, 168 cm Model Wears: XS"
208,Crossbow,,T-Shirt,"This classic neutral grey tee is manufactured from dry-fit fabric, ensuring that you stay cool and dry during your workout.","Rs.1,490.00",Rs.968.50,Grey,Cotton,"XS,S,M,L,XL","SIZE & FIT:  Model Height: 5 Feet 6 Inches, 168 cm Model Wears: XS"
209,Switchblade,,T-Shirt,"This black and white athletic tee is crafted from dry-fit fabric, ensuring that you stay cool and dry during your workout.","Rs.1,490.00",Rs.968.50,Black And White,Cotton,"XS,S,M,L,XL","SIZE & FIT:  Model Height: 5 Feet 6 Inches, 168 cm Model Wears: XS"
210,Rise,,T-Shirt,Add a pop of bubble gum pink to your look with this classic crew neck.,"Rs.1,490.00",Rs.968.50,Neon Pink,Cotton,"XS,S,M,L,XL","SIZE & FIT:  Model Height: 5 Feet 6 Inches, 168 cm Model Wears: XS"
211,Firefly,,T-Shirt,This black crew-neck shirt is a closet staple. Pair with classic blue jeans and tan flats for a carefree summer look.,"Rs.1,490.00",Rs.968.50,Black,Cotton,"XS,S,M,L,XL","SIZE & FIT:  Model Height: 5 Feet 6 Inches, 168 cm Model Wears: XS"
212,Day Break,,T-Shirt,This versatile grey shirt can be worn for both athletic and non-athletic endeavors.,"Rs.1,490.00",Rs.968.50,Light Grey,Cotton,"XS,S,M,L,XL","SIZE & FIT:  Model Height: 5 Feet 6 Inches, 168 cm Model Wears: XS"
213,Morning Run,,Leggings,A pair of neutral leggings is a must have for any wardrobe.,"Rs.1,990.00","Rs.1,293.50",Black,Viscose Nylon Stretch,"XS,S,M,L,XL","SIZE & FIT:  Model Height: 5 Feet 6 Inches, 168 cm Model Wears: XS"
214,Sun Salutation,,Leggings,These active-wear leggings are sturdy and versatile; perfect for gym wear and running errands too.,"Rs.1,990.00","Rs.1,293.50",Black,Viscose Nylon Stretch,"XS,S,M,L,XL","SIZE & FIT:  Model Height: 5 Feet 6 Inches, 168 cm Model Wears: XS"
215,Warrior,,Leggings,"For the serious gym-goer, these grey athletic leggings are the perfect choice.","Rs.1,990.00","Rs.1,293.50",Grey,Viscose Nylon Stretch,"XS,S,M,L,XL","SIZE & FIT:  Model Height: 5 Feet 6 Inches, 168 cm Model Wears: XS"
216,Runaway,,Leggings,The all-over print of these athletic leggings lends them a sport vibe.,"Rs.1,990.00","Rs.1,293.50",Black And White,Viscose Nylon Stretch,"XS,S,M,L,XL","SIZE & FIT:  Model Height: 5 Feet 6 Inches, 168 cm Model Wears: XS"
217,Verona,,Western Top,"This dreamy blouse is perfect for a variety of occasions, and can be dressed up or down according to your taste.","Rs.2,490.00","Rs.1,618.50",Red,Polyester Fabric,"XS,S,M,L,XL","Style Note: 
Add a pair of pearl studs to complete this classy solid look."
218,Lucky,,Button Down Shirt Bow details at the cuffs add to the effervescent vibe of this pale grey blouse,,"Rs.2,490.00","Rs.1,618.50",Grey,Polyester Cotton Blend Fabric,"XSM,SML,MDM,LRG,XLG",
219,Sundae,,"Button Down Shirt This classy white blouse is soft yet wrinkle resistant, making it perfect for a long work day",,"Rs.2,490.00","Rs.1,618.50",White,Polyester Cotton Blend Fabric,"XSM,SML,MDM,LRG,XLG",
220,Checkmate,,Plaid Shirt This lumberjack inspired check-print look is crafted from cotton fabric and makes for a lightweight summer look,,"Rs.2,290.00","Rs.1,488.50",White And Navy,Cotton Fabric,"XSM,SML,MDM,LRG,XLG",
221,Fawn,,Button Down Shirt Baby pink and white makes for a summer perfect colour combination. The self-tie details and high-low hem add a feminine touch to this piece,,"Rs.2,490.00","Rs.1,618.50",Pink,Polyester Cotton Blend Fabric,"XSM,SML,MDM,LRG,XLG",
222,Neptune,,Button Down Shirt Pinstripe details and gold hardware details are sure to make you look like a total boss babe,,"Rs.2,490.00","Rs.1,618.50",Grey,Polyester Cotton Blend Fabric,"XSM,SML,MDM,LRG,XLG",
223,Falling,,Double Layer Top This floaty and feminine piece features large ribbon fastenings at the sleeves that add to the romantic vibe of the look,,"Rs.2,490.00","Rs.1,618.50",Pink,Polyester Fabric,"XSM,SML,MDM,LRG,XLG",
224,Bluesy,,Blous,,"Rs.2,990.00","Rs.1,943.50",Navy,Cupro Viscose Blend,"XS,S,M,L,XL",
225,Grey beam,,Legging,,"Rs.2,990.00","Rs.1,943.50",Grey,Rayon Nylon Blend Stretch Fabric,"XS,S,M,L,XL",
226,Zipped,,Legging,,"Rs.2,990.00","Rs.1,943.50",Navy,Rayon Nylon Blend Stretch Fabric,"XS,S,M,L,XL",
227,Snatched,,Legging,,"Rs.2,490.00","Rs.1,618.50",Black,Rayon Nylon Blend Stretch Fabric,"XS,S,M,L,XL",
228,Mountain breeze,,Blous,,"Rs.2,290.00","Rs.1,488.50",Yellow,Polyester Fabric,"XS,S,M,L,XL",
229,Gently,,"Casual Shirt This lumberjack inspired look is a perennial favourite, and it is not hard to see why",,"Rs.2,790.00","Rs.1,813.50",White And Grey,Rayon Fabric,"XS,S,M,L,XL",Style Note:  Pair this classy top with your favourite pair of black skinny jeans.
230,Sunflower,,Western Top This printed blouse comes in a delightful shade of breezy yellow,,"Rs.2,990.00","Rs.1,943.50",Mustard,Polyester Fabric,"XS,S,M,L,XL",Style Note:  A pair of white slacks would add to the refined and polished appeal of this top.
231,Keys,,Western Top This loose sleeves printed top is a statement piece,,"Rs.2,990.00","Rs.1,943.50",Black And White,Polyester Fabric,"XS,S,M,L,XL",Style Note:  Pair this classy top with your favourite pair of black skinny jeans.
232,Cloak,,Western Top This pristine white shirt is a breezy and classic summer piece,,"Rs.2,990.00","Rs.1,943.50",White,Polyester Stretch Fabric,"XS,S,M,L,XL",Style Note:  A dainty pair of crystal hoops will add a refined edge to this outfit.
233,G.I.,,Cargo Pants These sleek cargo pants have a military inspired vibe that is sure to add an edge to your look,,"Rs.2,990.00","Rs.1,943.50",Army Green,Cotton,"XS,S,M,L,XL","Style Note:  Pair these versatile pants with a variety of tops: a crew neck, a chambray shirt, and whatever else you can think of."
234,Crop,,Dress Pants These fitted dress pants are comfortable and sturdy enough to be worn regularly,,"Rs.2,790.00","Rs.1,813.50",Blue,Polyester,"XS,S,M,L,XL",Style Note:  A chic white button down would look excellent tucked into these pants.
235,Ride or die,,Dress Pants The amazing fit and stylish cut of these pale grey pants makes them an absolute must-have,,"Rs.2,790.00","Rs.1,813.50",Ivory,Polyester,"XS,S,M,L,XL",Style Note:  A solid tee and some fun earrings are all you need to complete this look.
236,Fresh drop,,Palazzo These deep cherry coloured palazzos will add a pop of refined colour to your ensemble,,"Rs.2,490.00","Rs.1,618.50",Rust,Polyester Stretch,"XS,S,M,L,XL",Style Note:  Add a pair of glam drop earrings to the outfit to complete the ensemble.
237,Jade statue,,Palazzo These emerald green palazzos are in a wonderful jewel tone that will add a luxe vibe to your look,,"Rs.2,490.00","Rs.1,618.50",Green,Polyester Stretch,"XS,S,M,L,XL",Style Note:  A woven straw bag would look great against the green of these palazzos.
238,Sassy,,"Culottes The linear stripes are flattering on all body types, and the fun colour combination makes these pants perfect for the summer",,"Rs.2,490.00","Rs.1,618.50",Blue And White,Polyester,"XS,S,M,L,XL","Style Note:  Pair these trousers with a classic white tee, or a collared shirt- tucked in for a sleek look."
239,Spiderweb,,Jacket,This highly stylish white mesh jacket is ideal for serving up looks both inside and outside the gym.,"Rs.2,490.00","Rs.1,618.50",White,Mesh,"XS,S,M,L,XL",
240,Tan ambition,,Dress Pants These sassy dress pants are well-cut and in a unique colour that will have all eyes on you,.,"Rs.2,990.00","Rs.1,943.50",Tea Pink,Polyester Stretch,"XS,S,M,L,XL",Style Note:  Pair these statement trousers with a solid top for a refined look.
241,Cotton candy,,Basic T-Shirt,A casual crew neck that never goes out of style- this pink cotton basic is an ideal wardrobe staple.,Rs.990.00,Rs.643.50,Pink,Cotton Fabric,"XSM,SML,MDM,LRG,XLG",
242,Minty fresh,,Basic T-Shirt,This vibrant mint coloured t-shirt is perfect for adding a fresh dose of colour to your wardrobe.,Rs.990.00,Rs.643.50,Green,Cotton Fabric,"XSM,SML,MDM,LRG,XLG",
243,Halogen,,Basic T-Shirt,A classic white t-shirt is a must have for any wardrobe.,Rs.990.00,Rs.643.50,White,Cotton Fabric,"XSM,SML,MDM,LRG,XLG",
244,Moola,,Basic T-Shirt This navy cotton crew neck shirt is perfect for a casual vibe,,Rs.990.00,Rs.643.50,Navy,Cotton Fabric,"XSM,SML,MDM,LRG,XLG",
245,Saltwater Taffy,,Mom Jean,,"Rs.1,790.00","Rs.1,163.50",Black,Cotton Fabric,"26,28,30,32,34,36","SIZE & FIT:  Model Height: 5 Feet 11 Inches, 180 cm Model Wears:XS"
246,Tungsten,,Grey Slim Jean,,"Rs.1,790.00","Rs.1,163.50",Grey,Cotton Stretch Fabric,"26,28,30,32,34,36","SIZE & FIT:  Model Height: 5 Feet 11 Inches, 180 cm Model Wears:XS"
247,Santa Fe,,Slim Fit Jeans,The slim-fit denims come in a classic grey colour.,"Rs.1,990.00","Rs.1,293.50",Grey,Cotton Stretch,"26,28,30,32,34,36",
248,Blue whip,,Slim Fit Jeans,These light blue slim fit jeans are perfect for all-season wear.,"Rs.2,490.00","Rs.1,618.50",Light Blue,Cotton Stretch,"26,28,30,32,34,36",
249,Ariella,,Mom Jeans,These blue mom-jeans are right on trend. Wear with a tucked in button down and gold hoops for an instaworthy look.,"Rs.1,990.00","Rs.1,293.50",Light Blue,Cotton,"26,28,30,32,34,36",
250,Tickled blue,,Mom Jeans,"Embrace the hottest denim trend of the season- mom jeans, in a lush indigo finish.","Rs.1,990.00","Rs.1,293.50",Black,Cotton,"26,28,30,32,34,36",
251,Santana,,Mom Jeans,These mom-jeans will go perfectly with a tucked in crew-neck shirt and your favourite sneakers.,"Rs.2,490.00","Rs.1,618.50",Light Blue,Cotton Stretch,"26,28,30,32,34,36",
252,Elias-B,,T-Shirt,This ombre inspired t shirt is going to be your next favourite fashion staple.,"Rs.1,290.00",Rs.838.50,Blue & White,Polyester Stretch Fabric,"XS,S,M,L,XL",Style Note:  A classic pair of blue skinny jeans would be perfect for completing this outfit.
253,Karan,,Jacket,An oversized blazer-style jacket in a rich camel hue.,"Rs.7,990.00","Rs.5,193.50",Camel,Melange,"XS,S,M,L,XL",
